Component,Publication Grant Number,Publication Consortium Name,Publication Theme Name,Publication Doi,Publication Journal,Pubmed Id,Pubmed Url,Publication Title,Publication Year,Publication Keywords,Publication Authors,Publication Abstract,Publication Assay,Publication Tumor Type,Publication Tissue,Publication Dataset Alias,Publication Accessibility,
PublicationView,CA253547,CSBC,Tumor-Immune,10.1126/scitranslmed.adi0069,Sci Transl Med,37672566,https://pubmed.ncbi.nlm.nih.gov/37672566,Intratumoral drug-releasing microdevices allow in situ high-throughput pharmaco phenotyping in patients with gliomas,2023,,"Pierpaolo Peruzzi, Christine Dominas, Geoffrey Fell, Joshua D Bernstock, Sarah Blitz, Debora Mazzetti, Mykola Zdioruk, Hassan Y Dawood, Daniel V Triggs, Sebastian W Ahn, Sharath K Bhagavatula, Shawn M Davidson, Zuzana Tatarova, Michael Pannell, Kyla Truman, Anna Ball, Maxwell P Gold, Veronika Pister, Ernest Fraenkel, E Antonio Chiocca, Keith L Ligon, Patrick Y Wen, Oliver Jonas","The lack of reliable predictive biomarkers to guide effective therapy is a major obstacle to the advancement of therapy for high-grade gliomas, particularly glioblastoma (GBM), one of the few cancers whose prognosis has not improved over the past several decades. With this pilot clinical trial (number NCT04135807), we provide first-in-human evidence that drug-releasing intratumoral microdevices (IMDs) can be safely and effectively used to obtain patient-specific, high-throughput molecular and histopathological drug response profiling. These data can complement other strategies to inform the selection of drugs based on their observed antitumor effect in situ. IMDs are integrated into surgical practice during tumor resection and remain in situ only for the duration of the otherwise standard operation (2 to 3 hours). None of the six enrolled patients experienced adverse events related to the IMD, and the exposed tissue was usable for downstream analysis for 11 out of 12 retrieved specimens. Analysis of the specimens provided preliminary evidence of the robustness of the readout, compatibility with a wide array of techniques for molecular tissue interrogation, and promising similarities with the available observed clinical-radiological responses to temozolomide. From an investigational aspect, the amount of information obtained with IMDs allows characterization of tissue effects of any drugs of interest, within the physiological context of the intact tumor, and without affecting the standard surgical workflow.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access,
PublicationView,CA264610,CSBC,Heterogeneity,10.1200/jco.23.00880,J Clin Oncol,37729596,https://pubmed.ncbi.nlm.nih.gov/37729596,Prognostic and Pharmacotypic Heterogeneity of Hyperdiploidy in Childhood ALL,2023,,"Shawn H R Lee, Emily Ashcraft, Wenjian Yang, Kathryn G Roberts, Yoshihiro Gocho, Lauren Rowland, Hiroto Inaba, Seth E Karol, Sima Jeha, Kristine R Crews, Charles G Mullighan, Mary V Relling, William E Evans, Cheng Cheng, Jun J Yang, Ching-Hon Pui","Purpose: High hyperdiploidy, the largest and favorable subtype of childhood ALL, exhibits significant biological and prognostic heterogeneity. However, factors contributing to the varied treatment response and the optimal definition of hyperdiploidy remain uncertain. Methods: We analyzed outcomes of patients treated on two consecutive frontline ALL protocols, using six different definitions of hyperdiploidy: chromosome number 51-67 (Chr51-67); DNA index (DI; DI1.16-1.6); United Kingdom ALL study group low-risk hyperdiploid, either trisomy of chromosomes 17 and 18 or +17 or +18 in the absence of +5 and +20; single trisomy of chromosome 18; double trisomy of chromosomes 4 and 10; and triple trisomy (TT) of chromosomes 4, 10, and 17. Additionally, we characterized ALL ex vivo pharmacotypes across eight main cytotoxic drugs. Results: Among 1,096 patients analyzed, 915 had B-ALL and 634 had pharmacotyping performed. In univariate analysis, TT emerged as the most favorable criterion for event-free survival (EFS; 10-year EFS, 97.3% <i>v</i> 86.8%; <i>P</i> = .0003) and cumulative incidence of relapse (CIR; 10-year CIR, 1.4% <i>v</i> 8.8%; <i>P</i> = .002) compared with the remaining B-ALL. In multivariable analysis, accounting for patient numbers using the akaike information criterion (AIC), DI1.16-1.6 was the most favorable criterion, exhibiting the best AIC for both EFS (hazard ratio [HR], 0.45; 95% CI, 0.23 to 0.88) and CIR (HR, 0.45; 95% CI, 0.21 to 0.99). Hyperdiploidy and subgroups with favorable prognoses exhibited notable sensitivities to asparaginase and mercaptopurine. Specifically, asparaginase sensitivity was associated with trisomy of chromosomes 16 and 17, whereas mercaptopurine sensitivity was linked to gains of chromosomes 14 and 17. Conclusion: Among different definitions of hyperdiploid ALL, DI is optimal based on independent prognostic impact and also the large proportion of low-risk patients identified. Hyperdiploid ALL exhibited particular sensitivities to asparaginase and mercaptopurine, with chromosome-specific associations.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access,
PublicationView,CA232382,CSBC,"Tumor-Immune, Drug Resistance/Sensitivity",10.3390/cancers14215225,Cancers (Basel),36358643,https://pubmed.ncbi.nlm.nih.gov/36358643,A Phase 1b Adaptive Androgen Deprivation Therapy Trial in Metastatic Castration Sensitive Prostate Cancer,2022,"Androgen deprivation therapy, prostate cancer, Abiraterone, Enzalutamide, Adaptive Therapy, Apalutamide","Jingsong Zhang, Jill Gallaher, Jessica J Cunningham, Jung W Choi, Filip Ionescu, Monica S Chatwal, Rohit Jain, Youngchul Kim, Liang Wang, Joel S Brown, Alexander R Anderson, Robert A Gatenby","Background: We hypothesize that cancer survival can be improved through adapting treatment strategies to cancer evolutionary dynamics and conducted a phase 1b study in metastatic castration sensitive prostate cancer (mCSPC). Methods: Men with asymptomatic mCSPC were enrolled and proceeded with a treatment break after achieving > 75% PSA decline with LHRH analog plus an NHA. ADT was restarted at the time of PSA or radiographic progression and held again after achieving >50% PSA decline. This on-off cycling of ADT continued until on treatment imaging progression. Results: At data cut off in August 2022, only 2 of the 16 evaluable patients were off study due to imaging progression at 28 months from first dose of LHRH analog for mCSPC. Two additional patients showed PSA progression at 12.4 and 20.5 months and remain on trial. Since none of the 16 patients developed imaging progression at 12 months, the study succeeded in its primary objective of feasibility. The secondary endpoints of median time to PSA progression and median time to radiographic progression have not been reached at a median follow up of 26 months. Conclusions: It is feasible to use an individual’s PSA response and testosterone levels to guide intermittent ADT in mCSPC.",Clinical Study,Prostate Carcinoma       ,Prostate,Not Applicable,Open Access,
PublicationView,CA232382,CSBC,"Tumor-Immune, Drug Resistance/Sensitivity",10.7554/elife.76284,Elife,35762577,https://pubmed.ncbi.nlm.nih.gov/35762577,Evolution-based mathematical models significantly prolong response to abiraterone in metastatic castrate-resistant prostate cancer and identify strategies to further improve outcomes,2022,"Mathematical models, Human, Medicine, Evolutionary Biology, Metastatic Prostate Cancer, Cancer Evolution, Adaptive Therapy","Jingsong Zhang, Jessica Cunningham, Joel Brown, Robert Gatenby","Background: Abiraterone acetate is an effective treatment for metastatic castrate-resistant prostate cancer (mCRPC), but evolution of resistance inevitably leads to progression. We present a pilot study in which abiraterone dosing is guided by evolution-informed mathematical models to delay onset of resistance. Methods: In the study cohort, abiraterone was stopped when PSA was <50% of pretreatment value and resumed when PSA returned to baseline. Results are compared to a contemporaneous cohort who had >50% PSA decline after initial abiraterone administration and met trial eligibility requirements but chose standard of care (SOC) dosing. Results: 17 subjects were enrolled in the adaptive therapy group and 16 in the SOC group. All SOC subjects have progressed, but four patients in the study cohort remain stably cycling (range 53-70 months). The study cohort had significantly improved median time to progression (TTP; 33.5 months; p<0.001) and median overall survival (OS; 58.5 months; hazard ratio, 0.41, 95% confidence interval (CI), 0.20-0.83, p<0.001) compared to 14.3 and 31.3 months in the SOC cohort. On average, study subjects received no abiraterone during 46% of time on trial. Longitudinal trial data demonstrated the competition coefficient ratio (<i>α<sub>RS</sub>/α<sub>SR</sub></i>) of sensitive and resistant populations, a critical factor in intratumoral evolution, was two- to threefold higher than pre-trial estimates. Computer simulations of intratumoral evolutionary dynamics in the four long-term survivors found that, due to the larger value for <i>α<sub>RS</sub>/α<sub>SR,</sub></i> cycled therapy significantly decreased the resistant population. Simulations in subjects who progressed predicted further increases in OS could be achieved with prompt abiraterone withdrawal after achieving 50% PSA reduction. Conclusions: Incorporation of evolution-based mathematical models into abiraterone monotherapy for mCRPC significantly increases TTP and OS. Computer simulations with updated parameters from longitudinal trial data can estimate intratumoral evolutionary dynamics in each subject and identify strategies to improve outcomes. Funding: Moffitt internal grants and NIH/NCI U54CA143970-05 (Physical Science Oncology Network).",Mathematical Modeling,Prostate Carcinoma       ,Prostate,Not Applicable,Open Access,
PublicationView,CA232382,CSBC,"Tumor-Immune, Drug Resistance/Sensitivity",10.3389/fgene.2022.921447,Front Genet,36092893,https://pubmed.ncbi.nlm.nih.gov/36092893,Evolutionary selection identifies critical immune-relevant genes in lung cancer subtypes,2022,"Gene conservation, Immune Evasion, Cancer Immunology, Cancer Evolution, Evolutionary Triage","Kimberly A Luddy, Jamie K Teer, Audrey Freischel, Cliona O'Farrelly, Robert Gatenby","In an evolving population, proliferation is dependent on fitness so that a numerically dominant population typically possesses the most well adapted phenotype. In contrast, the evolutionary ""losers"" typically disappear from the population so that their genetic record is lost. Historically, cancer research has focused on observed genetic mutations in the dominant tumor cell populations which presumably increase fitness. Negative selection, i.e., removal of deleterious mutations from a population, is not observable but can provide critical information regarding genes involved in essential cellular processes. Similar to immunoediting, ""evolutionary triage"" eliminates mutations in tumor cells that increase susceptibility to the host immune response while mutations that shield them from immune attack increase proliferation and are readily observable (e.g., B2M mutations). These dynamics permit an ""inverse problem"" analysis linking the fitness consequences of a mutation to its prevalence in a tumor cohort. This is evident in ""driver mutations"" but, equally important, can identify essential genes in which mutations are seen significantly less than expected by chance. Here we utilized this new approach to investigate evolutionary triage in immune-related genes from TCGA lung adenocarcinoma cohorts. Negative selection differs between the two cohorts and is observed in endoplasmic reticulum aminopeptidase genes, ERAP1 and ERAP2 genes, and DNAM-1/TIGIT ligands. Targeting genes or molecular pathways under positive or negative evolutionary selection may permit new treatment options and increase the efficacy of current immunotherapy.",Modeling,Lung Adenocarcinoma       ,Lung,Not Applicable,Open Access,
PublicationView,CA232382,CSBC,"Tumor-Immune, Drug Resistance/Sensitivity",10.1016/j.mbs.2022.108909,Math Biosci,36108797,https://pubmed.ncbi.nlm.nih.gov/36108797,A simulation of parental and glycolytic tumor phenotype competition predicts observed responses to pH changes and increased glycolysis after anti-VEGF therapy,2022,"Acidosis, Anti-vegf, Warburg Effect, Buffer Therapy","Frederika Rentzeperis, Naomi Miller, Arig Ibrahim-Hashim, Robert J Gillies, Robert A Gatenby, Dorothy Wallace","Clinical cancers are typically spatially and temporally heterogeneous, containing multiple microenvironmental habitats and diverse phenotypes and/or genotypes, which can interact through resource competition and direct or indirect interference. A common intratumoral evolutionary pathway, probably initiated as adaptation to hypoxia, leads to the ""Warburg phenotype"" which maintains high glycolytic rates and acid production, even in normoxic conditions. Since individual cancer cells are the unit of Darwinian selection, intraspecific competition dominates intratumoral evolution. Thus, elements of the Warburg phenotype become key ""strategies"" in competition with cancer cell populations that retain the metabolism of the parental normal cells. Here we model the complex interactions of cell populations with Warburg and parental phenotypes as they compete for access to vasculature, while subject to direct interference by Warburg-related acidosis. In this competitive environment, vasculature delivers nutrients, removes acid and necrotic detritus, and responds to signaling molecules (VEGF and TNF-α). The model is built in a nested fashion and growth parameters are derived from monolayer, spheroid, and xenograft experiments on prostate cancer. The resulting model of in vivo tumor growth reaches a steady state, displaying linear growth and coexistence of both glycolytic and parental phenotypes consistent with experimental observations. The model predicts that increasing tumor pH sufficiently early can arrest the development of the glycolytic phenotype, while decreasing tumor pH accelerates this evolution and increases VEGF production. The model's predicted dual effects of VEGF blockers in decreasing tumor growth while increasing the glycolytic fraction of tumor cells has potential implications for optimizing angiogenic inhibitors.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access,
PublicationView,CA232382,CSBC,"Tumor-Immune, Drug Resistance/Sensitivity",10.1038/s41416-020-01110-1,Br J Cancer,33024265,https://pubmed.ncbi.nlm.nih.gov/33024265,Artificial selection for host resistance to tumour growth and subsequent cancer cell adaptations: an evolutionary arms race,2021,,"Arig Ibrahim-Hashim, Kimberly Luddy, Dominique Abrahams, Pedro Enriquez-Navas, Sultan Damgaci, Jiqiang Yao, Tingan Chen, Marilyn M Bui, Robert J Gillies, Cliona O'Farrelly, Christina L Richards, Joel S Brown, Robert A Gatenby","Background: Cancer progression is governed by evolutionary dynamics in both the tumour population and its host. Since cancers die with the host, each new population of cancer cells must reinvent strategies to overcome the host's heritable defences. In contrast, host species evolve defence strategies over generations if tumour development limits procreation. Methods: We investigate this ""evolutionary arms race"" through intentional breeding of immunodeficient SCID and immunocompetent Black/6 mice to evolve increased tumour suppression. Over 10 generations, we injected Lewis lung mouse carcinoma cells [LL/2-Luc-M38] and selectively bred the two individuals with the slowest tumour growth at day 11. Their male progeny were hosts in the subsequent round. Results: The evolved SCID mice suppressed tumour growth through biomechanical restriction from increased mesenchymal proliferation, and the evolved Black/6 mice suppressed tumour growth by increasing immune-mediated killing of cancer cells. However, transcriptomic changes of multicellular tissue organisation and function genes allowed LL/2-Luc-M38 cells to adapt through increased matrix remodelling in SCID mice, and reduced angiogenesis, increased energy utilisation and accelerated proliferation in Black/6 mice. Conclusion: Host species can rapidly evolve both immunologic and non-immunologic tumour defences. However, cancer cell plasticity allows effective phenotypic and population-based counter strategies.","Cell Culture, Flow Cytometry, Confocal Microscopy, Bioluminescence Imaging, RT-qPCR       ",Lung Carcinoma       ,Not Applicable,Not Applicable,Open Access,
PublicationView,CA232382,CSBC,"Tumor-Immune, Drug Resistance/Sensitivity",10.1111/eva.12973,Evol Appl,32952610,https://pubmed.ncbi.nlm.nih.gov/32952610,Integrating genetic and nongenetic drivers of somatic evolution during carcinogenesis: The biplane model,2020,"Fitness function, carcinogenesis, Somatic Evolution, Biplane Model Of Carcinogenesis","Robert A Gatenby, Stanislav Avdieiev, Kenneth Y Tsai, Joel S Brown","The multistep transition from a normal to a malignant cellular phenotype is often termed ""somatic evolution"" caused by accumulating random mutations. Here, we propose an alternative model in which the initial genetic state of a cancer cell is the result of mutations that occurred throughout the lifetime of the host. However, these mutations are not carcinogenic because normal cells in multicellular organism cannot ordinarily evolve. That is, proliferation and death of normal cells are controlled by local tissue constraints typically governed by nongenomic information dynamics in the cell membrane. As a result, the cells of a multicellular organism have a fitness that is identical to the host, which is then the unit of natural selection. Somatic evolution of a cell can occur only when its fate becomes independent of host constraints. Now, survival, proliferation, and death of individual cells are dependent on Darwinian dynamics. This cellular transition from host-defined fitness to self-defined fitness may, consistent with the conventional view of carcinogenesis, result from mutations that render the cell insensitive to host controls. However, an identical state will result when surrounding tissue cannot exert control because of injury, inflammation, aging, or infection. Here, all surviving cells within the site of tissue damage default to self-defined fitness functions allowing them to evolve so that the mutations accumulated over the lifetime of the host now serve as the genetic heritage of an evolutionary unit of selection. Furthermore, tissue injury generates a new ecology cytokines and growth factors that might promote proliferation in cells with prior receptor mutations. This model integrates genetic and nongenetic dynamics into cancer development and is consistent with both clinical observations and prior experiments that divided carcinogenesis to initiation, promotion, and progression steps.",Modeling,Pan-cancer,Not Applicable,Not Applicable,Open Access,
PublicationView,CA232382,CSBC,"Tumor-Immune, Drug Resistance/Sensitivity",10.1371/journal.pcbi.1007672,PLoS Comput Biol,32101537,https://pubmed.ncbi.nlm.nih.gov/32101537,From cells to tissue: How cell scale heterogeneity impacts glioblastoma growth and treatment response,2020,,"Jill A Gallaher, Susan C Massey, Andrea Hawkins-Daarud, Sonal S Noticewala, Russell C Rockne, Sandra K Johnston, Luis Gonzalez-Cuyar, Joseph Juliano, Orlando Gil, Kristin R Swanson, Peter Canoll, Alexander R A Anderson","Glioblastomas are aggressive primary brain tumors known for their inter- and intratumor heterogeneity. This disease is uniformly fatal, with intratumor heterogeneity the major reason for treatment failure and recurrence. Just like the nature vs nurture debate, heterogeneity can arise from intrinsic or environmental influences. Whilst it is impossible to clinically separate observed behavior of cells from their environmental context, using a mathematical framework combined with multiscale data gives us insight into the relative roles of variation from different sources. To better understand the implications of intratumor heterogeneity on therapeutic outcomes, we created a hybrid agent-based mathematical model that captures both the overall tumor kinetics and the individual cellular behavior. We track single cells as agents, cell density on a coarser scale, and growth factor diffusion and dynamics on a finer scale over time and space. Our model parameters were fit utilizing serial MRI imaging and cell tracking data from ex vivo tissue slices acquired from a growth-factor driven glioblastoma murine model. When fitting our model to serial imaging only, there was a spectrum of equally-good parameter fits corresponding to a wide range of phenotypic behaviors. When fitting our model using imaging and cell scale data, we determined that environmental heterogeneity alone is insufficient to match the single cell data, and intrinsic heterogeneity is required to fully capture the migration behavior. The wide spectrum of in silico tumors also had a wide variety of responses to an application of an anti-proliferative treatment. Recurrent tumors were generally less proliferative than pre-treatment tumors as measured via the model simulations and validated from human GBM patient histology. Further, we found that all tumors continued to grow with an anti-migratory treatment alone, but the anti-proliferative/anti-migratory combination generally showed improvement over an anti-proliferative treatment alone. Together our results emphasize the need to better understand the underlying phenotypes and tumor heterogeneity present in a tumor when designing therapeutic regimens.",Mathematical Modeling,Glioblastoma,Brain,Not Applicable,Open Access,
PublicationView,CA232382,CSBC,"Tumor-Immune, Drug Resistance/Sensitivity",10.1101/cshperspect.a040972,Cold Spring Harb Perspect Med,33139405,https://pubmed.ncbi.nlm.nih.gov/33139405,The Evolution and Ecology of Resistance in Cancer Therapy,2020,,"Robert A Gatenby, Joel S Brown","Despite the continuous deployment of new treatment strategies and agents over many decades, most disseminated cancers remain fatal. Cancer cells, through their access to the vast information of the human genome, have a remarkable capacity to deploy adaptive strategies for even the most effective treatments. We note there are two critical steps in the clinical manifestation of treatment resistance. The first, which is widely investigated, requires molecular machinery necessary to eliminate the cytotoxic effect of the treatment. However, the emergence of a resistant phenotype is not in itself clinically significant. That is, resistant cells affect patient outcomes only when they succeed in the second step of resistance by proliferating into a sufficiently large population to allow tumor progression and treatment failure. Importantly, proliferation of the resistant phenotype is by no means certain and, in fact, depends on complex Darwinian dynamics governed by the costs and benefits of the resistance mechanisms in the context of the local environment and competing populations. Attempts to target the molecular machinery of resistance have had little clinical success largely because of the diversity within the human genome-therapeutic interruption of one mechanism simply results in its replacement by an alternative. Here we explore evolutionarily informed strategies (adaptive, double-bind, and extinction therapies) for overcoming treatment resistance that seek to understand and exploit the critical evolutionary dynamics that govern proliferation of the resistant phenotypes. In general, this approach has demonstrated that, while emergence of resistance mechanisms in cancer cells to every current therapy is inevitable, proliferation of the resistant phenotypes is not and can be delayed and even prevented with sufficient understanding of the underlying eco-evolutionary dynamics.",Clinical Study,Pan-cancer,Not Applicable,Not Applicable,Open Access,
PublicationView,CA232382,CSBC,"Tumor-Immune, Drug Resistance/Sensitivity",10.1158/0008-5472.can-19-1941,Cancer Res,31772037,https://pubmed.ncbi.nlm.nih.gov/31772037,Eradicating Metastatic Cancer and the Eco-Evolutionary Dynamics of Anthropocene Extinctions,2020,,"Robert A Gatenby, Yael Artzy-Randrup, Tamir Epstein, Damon R Reed, Joel S Brown","Curative therapy for metastatic cancers is equivalent to causing extinction of a large, heterogeneous, and geographically dispersed population. Although eradication of dinosaurs is a dramatic example of extinction dynamics, similar application of massive eco-evolutionary force in cancer treatment is typically limited by host toxicity. Here, we investigate the evolutionary dynamics of Anthropocene species extinctions as an alternative model for curative cancer therapy. Human activities can produce extinctions of large, diverse, and geographically distributed populations. The extinction of a species typically follows a pattern in which initial demographic and ecological insults reduce the size and heterogeneity of the population. The surviving individuals, with decreased genetic diversity and often fragmented ecology, are then vulnerable to small stochastic perturbations that further reduce the population until extinction is inevitable. We hypothesize large, diverse, and disseminated cancer populations can be eradicated using similar evolutionary dynamics. Initial therapy is applied to reduce population size and diversity and followed by new treatments to exploit the eco-evolutionary vulnerability of small and/or declining populations. Mathematical models and computer simulations demonstrate initial reductive treatment followed immediately by demographic and ecological perturbations, similar to the empirically derived treatment of pediatric acute lymphocytic leukemia, can consistently achieve curative outcomes in nonpediatric cancers. SIGNIFICANCE: Anthropocene extinctions suggest a strategy for eradicating metastatic cancers in which initial therapy, by reducing the size and diversity of the population, renders it vulnerable to extinction by rapidly applied additional perturbations.",Mathematical Modeling,Pan-cancer,Not Applicable,Not Applicable,Open Access,
PublicationView,CA215798,CSBC,Drug Resistance/Sensitivity,10.1126/science.aay8086,Science,32054749,https://pubmed.ncbi.nlm.nih.gov/32054749,Translating preclinical models to humans,2020,,"Douglas K Brubaker, Douglas A Lauffenburger",No abstract available.,Pending Annotation,Pending Annotation,Pending Annotation,Pending Annotation,Restricted Access,
PublicationView,"CA232382, CA193489","PS-ON, CSBC","Tumor-Immune, Microenvironment, Drug Resistance/Sensitivity, Evolution",10.1103/physreve.102.042404,Phys Rev E,33212726,https://pubmed.ncbi.nlm.nih.gov/33212726,Comparative study between discrete and continuum models for the evolution of competing phenotype-structured cell populations in dynamical environments,2020,,"Aleksandra Ardaševa, Alexander R A Anderson, Robert A Gatenby, Helen M Byrne, Philip K Maini, Tommaso Lorenzi","Deterministic continuum models formulated as nonlocal partial differential equations for the evolutionary dynamics of populations structured by phenotypic traits have been used recently to address open questions concerning the adaptation of asexual species to periodically fluctuating environmental conditions. These models are usually defined on the basis of population-scale phenomenological assumptions and cannot capture adaptive phenomena that are driven by stochastic variability in the evolutionary paths of single individuals. In light of these considerations, in this paper we develop a stochastic individual-based model for the coevolution of two competing phenotype-structured cell populations that are exposed to time-varying nutrient levels and undergo spontaneous, heritable phenotypic changes with different probabilities. Here, the evolution of every cell is described by a set of rules that result in a discrete-time branching random walk on the space of phenotypic states, and nutrient levels are governed by a difference equation in which a sink term models nutrient consumption by the cells. We formally show that the deterministic continuum counterpart of this model comprises a system of nonlocal partial differential equations for the cell population density functions coupled with an ordinary differential equation for the nutrient concentration. We compare the individual-based model and its continuum analog, focusing on scenarios whereby the predictions of the two models differ. The results obtained clarify the conditions under which significant differences between the two models can emerge due to bottleneck effects that bring about both lower regularity of the density functions of the two populations and more pronounced demographic stochasticity. In particular, bottleneck effects emerge in the presence of lower probabilities of phenotypic variation and are more apparent when the two populations are characterized by lower fitness initial mean phenotypes and smaller initial levels of phenotypic heterogeneity. The emergence of these effects, and thus the agreement between the two modeling approaches, is also dependent on the initial proportions of the two populations. As an illustrative example, we demonstrate the implications of these results in the context of the mathematical modeling of the early stage of metastatic colonization of distant organs.",Pending Annotation,Pending Annotation,Pending Annotation,Pending Annotation,Restricted Access,
PublicationView,CA232382,CSBC,"Tumor-Immune, Drug Resistance/Sensitivity",10.1038/s41571-020-0411-1,Nat Rev Clin Oncol,32699310,https://pubmed.ncbi.nlm.nih.gov/32699310,Integrating evolutionary dynamics into cancer therapy,2020,,"Robert A Gatenby, Joel S Brown","Many effective drugs for metastatic and/or advanced-stage cancers have been developed over the past decade, although the evolution of resistance remains the major barrier to disease control or cure. In large, diverse populations such as the cells that compose metastatic cancers, the emergence of cells that are resistant or that can quickly develop resistance is virtually inevitable and most likely cannot be prevented. However, clinically significant resistance occurs only when the pre-existing resistant phenotypes are able to proliferate extensively, a process governed by eco-evolutionary dynamics. Attempts to disrupt the molecular mechanisms of resistance have generally been unsuccessful in clinical practice. In this Review, we focus on the Darwinian processes driving the eco-evolutionary dynamics of treatment-resistant cancer populations. We describe a variety of evolutionarily informed strategies designed to increase the probability of disease control or cure by anticipating and steering the evolutionary dynamics of acquired resistance.",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access,
